Modelo;Threshold;Precisão;Revocação;F1-score;Selecionadas;Cobertura
Regressão Logística;0.68;0.638136511375948;0.10917516218721038;0.1864514086736309;923;0.06580166821130677
Regressão Logística;0.69;0.6357947434292867;0.09416126042632067;0.16402970616725865;799;0.05696157410707921
Regressão Logística;0.7;0.6303724928366762;0.08155699721964782;0.14442803216806172;698;0.04976117487702288
Regressão Logística;0.71;0.631578947368421;0.06895273401297497;0.12433155080213903;589;0.041990446995080914
Regressão Logística;0.72;0.65;0.05783132530120482;0.1062127659574468;480;0.034219719113138945
Regressão Logística;0.73;0.6523929471032746;0.04800741427247451;0.08943370165745856;397;0.028302559349825337
Regressão Logística;0.74;0.639871382636656;0.03688600556070436;0.06975113915177007;311;0.022171526342054607
Regressão Logística;0.75;0.6495726495726496;0.028174235403151067;0.05400604014922722;234;0.016682113067655237
Regressão Logística;0.76;0.6538461538461539;0.02205746061167748;0.04267527344450421;182;0.012974976830398516
Regressão Logística;0.77;0.6571428571428571;0.017052826691380907;0.033242999096657636;140;0.00998075140799886
Regressão Logística;0.78;0.6224489795918368;0.011306765523632993;0.022210085563444382;98;0.006986525985599202
Regressão Logística;0.79;0.6533333333333333;0.009082483781278962;0.017915904936014627;75;0.00534683111142796
Regressão Logística;0.8;0.660377358490566;0.006487488415199258;0.012848751835535976;53;0.0037784273187424252
Regressão Logística;0.81;0.6888888888888889;0.005746061167747915;0.011397058823529411;45;0.0032080986668567763
Regressão Logística;0.82;0.6896551724137931;0.0037071362372567192;0.007374631268436578;29;0.002067441363085478
Regressão Logística;0.83;0.9230769230769231;0.0022242817423540314;0.004437869822485207;13;0.0009267840593141798
Regressão Logística;0.84;0.9;0.0016682113067655235;0.0033302497687326548;10;0.0007129108148570614
Regressão Logística;0.85;1.0;0.0011121408711770157;0.0022218107757822625;6;0.00042774648891423685
Regressão Logística;0.86;1.0;0.0003707136237256719;0.0007411524921252547;2;0.00014258216297141228
Regressão Logística;0.87;1.0;0.00018535681186283596;0.00037064492216456633;1;7.129108148570614e-05
Regressão Logística;0.88;0.0;0.0;0.0;0;0.0
Regressão Logística;0.89;0.0;0.0;0.0;0;0.0
Regressão Logística;0.9;0.0;0.0;0.0;0;0.0
Regressão Logística;0.91;0.0;0.0;0.0;0;0.0
Regressão Logística;0.92;0.0;0.0;0.0;0;0.0
Regressão Logística;0.93;0.0;0.0;0.0;0;0.0
