Feature transformada;Coeficiente;Exp(Coeficiente);Magnitude
cat__Cidade_Jaraguá do Sul;0.10278348957150385;1.108251435105415;0.10278348957150385
cat__Cidade_Poços de Caldas;-0.10203679895726252;0.9029963217344154;0.10203679895726252
cat__Cidade_Hortolândia;-0.10189932132547719;0.9031204720639894;0.10189932132547719
cat__Cidade_Luís Eduardo Magalhães;0.10123959444894488;1.1065417312615053;0.10123959444894488
cat__UF_AP;-0.10097925756125768;0.9039517828558853;0.10097925756125768
cat__Cidade_Colatina;-0.10093531888850824;0.9039915021700541;0.10093531888850824
cat__Problema_Portabilidade não efetivada;0.10025125856273925;1.1054486366202247;0.10025125856273925
cat__Problema_Fila em banco;-0.0980752721251673;0.906580660932578;0.0980752721251673
cat__UF_AM;0.0976828516315374;1.1026130377245733;0.0976828516315374
cat__UF_SP;0.09714720952531793;1.102022589903176;0.09714720952531793
cat__Cidade_Itaquaquecetuba;-0.09648425941254626;0.9080241903214394;0.09648425941254626
cat__Cidade_Diadema;0.09478810810742275;1.099425871014695;0.09478810810742275
cat__Cidade_Sumaré;0.09477409108309282;1.0994104604435173;0.09477409108309282
cat__Cidade_Presidente Prudente;0.09474950207379103;1.0993834273618386;0.09474950207379103
cat__Como Comprou Contratou_Não comprei / contratei;0.09395735796008492;1.0985129020874045;0.09395735796008492
cat__Problema_Negativação indevida - desconhece motivo e/ou fornecedor;-0.09185303785090776;0.9122392043283138;0.09185303785090776
cat__Cidade_Valparaíso de Goiás;-0.09105125217725529;0.91297091795284;0.09105125217725529
cat__Cidade_Mauá;0.09065806464658002;1.0948945580860738;0.09065806464658002
cat__Cidade_Jacareí;0.09020470006492118;1.0943982841777933;0.09020470006492118
cat__Cidade_Ribeirão Preto;0.08992239624904605;1.0940893749712581;0.08992239624904605
cat__Como Comprou Contratou_Telefone;-0.08937198347106194;0.9145053294290306;0.08937198347106194
cat__Assunto_Cartão de Crédito / Cartão de Débito / Cartão de Loja;0.08813998632412984;1.0921409961312858;0.08813998632412984
cat__Cidade_Rondonópolis;0.08771004523534223;1.091671540768606;0.08771004523534223
cat__Problema_Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;-0.0874460774451867;0.9162682778452473;0.0874460774451867
cat__Sexo_infrequent_sklearn;-0.08355251576231298;0.919842779158039;0.08355251576231298
cat__Cidade_São Gonçalo;-0.07958278727817675;0.9235015626230407;0.07958278727817675
cat__Cidade_Barreiras;0.07938624856849234;1.0826224026768507;0.07938624856849234
cat__Problema_Bloqueio / Suspensão indevida do serviço;0.07906188583265746;1.0822712972582778;0.07906188583265746
cat__Região_CO;0.0782622246967167;1.081406192904581;0.0782622246967167
cat__Cidade_Londrina;0.07762802830680318;1.0807205864285665;0.07762802830680318
cat__Região_SE;0.07730106704907017;1.0803672904265698;0.07730106704907017
cat__Cidade_Palmas;-0.07727421584797632;0.9256359947428086;0.07727421584797632
cat__Cidade_Natal;-0.07698948940100346;0.9258995853146046;0.07698948940100346
cat__Cidade_São Luís;-0.07529294652963509;0.9274717468983462;0.07529294652963509
cat__Cidade_Itapecerica da Serra;-0.07378824653470208;0.928868364112653;0.07378824653470208
cat__UF_CE;-0.07303074435811989;0.9295722504842979;0.07303074435811989
cat__Cidade_São José do Rio Preto;0.07191507574823727;1.0745640836379826;0.07191507574823727
cat__Grupo Problema_Dados Pessoais e Privacidade;0.07180232433477353;1.0744429318488413;0.07180232433477353
cat__Cidade_Olinda;0.07122864790753215;1.073826726034698;0.07122864790753215
cat__Cidade_Maringá;0.07120292986587974;1.0737991096693513;0.07120292986587974
cat__Cidade_Águas Lindas de Goiás;0.07068632096456497;1.0732445187567077;0.07068632096456497
cat__UF_PI;-0.0703156621640225;0.9320995449032211;0.0703156621640225
cat__Cidade_Guaraí;-0.0698213750654338;0.9325603835667875;0.0698213750654338
cat__Cidade_Araucária;0.06804354236023942;1.0704119157253114;0.06804354236023942
cat__Cidade_Dourados;-0.06755340347129392;0.9346778042438977;0.06755340347129392
cat__Como Comprou Contratou_Domicílio;0.06678217664814219;1.069062586015014;0.06678217664814219
cat__Cidade_Limeira;-0.0664820205146152;0.9356797387452845;0.0664820205146152
cat__Grupo Problema_Vício de Qualidade;0.06584501834839795;1.0680611744534543;0.06584501834839795
cat__Cidade_Contagem;-0.06483719003434374;0.937220039719071;0.06483719003434374
cat__Cidade_São Caetano do Sul;-0.06443050678049012;0.9376012689289142;0.06443050678049012
cat__UF_PA;-0.06394516563604384;0.9380564358484924;0.06394516563604384
cat__Assunto_infrequent_sklearn;-0.06365162967913901;0.9383318295590207;0.06365162967913901
cat__Cidade_Curitiba;0.06308360868943778;1.0651158884521421;0.06308360868943778
cat__Região_N ;0.06266653842022145;1.0646717529061027;0.06266653842022145
cat__Cidade_Macapá;0.06239863271808709;1.0643865594767765;0.06239863271808709
cat__UF_AC;-0.06235540254040909;0.9395489093771624;0.06235540254040909
cat__Cidade_Indaiatuba;-0.062226112815941016;0.9396703912497898;0.062226112815941016
cat__Problema_SAC - Dificuldade em obter protocolo, gravação ou histórico;-0.061588160325232816;0.9402700475721171;0.061588160325232816
cat__Cidade_Bauru;0.06030439981591932;1.0621598185941443;0.06030439981591932
cat__UF_MG;0.059915774521891035;1.0617471166207453;0.059915774521891035
cat__Sexo_F;0.058773097548479286;1.0605345755423168;0.058773097548479286
cat__Faixa Etária_até 20 anos;0.05762153973785011;1.0593140115782729;0.05762153973785011
cat__Problema_Negativação indevida sem contratação do serviço ? fraude bancária;0.05758455675032629;1.0592748357058237;0.05758455675032629
cat__Cidade_Sorocaba;0.05729750793005111;1.0589708157502595;0.05729750793005111
cat__Sexo_M;0.05592087203735768;1.0575140014974482;0.05592087203735768
cat__UF_SE;-0.055872962121522235;0.9456592628064102;0.055872962121522235
cat__Problema_Cobrança indevida / abusiva para alterar ou cancelar o contrato;0.05546195686127953;1.0570288036140971;0.05546195686127953
